Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
25338295	25362362	1	TMEM50A
25362249	25430192	1	RHCE
25430853	25500209	1	MACO1
25543573	25591200	1	LDLRAP1
25616791	25786205	1	MAN1C1
25800193	25818221	1	SELENON
25811470	25823744	1	
25818640	25832947	1	MTFR1L
25831913	25859458	1	AUNIP
25861484	25875874	1	PAQR7
25884181	25907237	1	STMN1
25959767	25999206	1	PAFAH2
26019884	26036464	1	EXTL1
26037252	26046136	1	SLC30A2
26051301	26068436	1	TRIM63
26111157	26125555	1	PDIK1L
26159047	26163962	1	FAM110D
26164101	26168963	1	C1orf232
26169516	26171832	1	ZNF593OS
26169908	26170873	1	ZNF593
26177476	26189884	1	CNKSR1
26190561	26202968	1	CATSPER4
26233669	26278814	1	CEP85
26280057	26281522	1	SH3BGRL3
26281328	26318363	1	UBXN11
26317958	26320523	1	CD52
26321698	26360080	1	CRYBG2
26361634	26374522	1	ZNF683
26410817	26429728	1	LIN28A
26432282	26471322	1	DHDDS
26472013	26478209	1	HMGN2
26529756	26575030	1	RPS6KA1
26693236	26782104	1	ARID1A
26787054	26800659	1	PIGV
26826688	26857604	1	ZDHHC18
26863149	26864456	1	SFN
26876132	26890283	1	GPN2
26890488	26900467	1	GPATCH3
26900238	26946885	1	NUDC
26911489	26913975	1	NR0B2
26949556	26960788	1	KDF1
26993692	27001912	1	TRNP1
27005020	27012850	1	TENT5B
27098809	27166981	1	SLC9A1
27233776	27308711	1	WDTC1
27322139	27336401	1	TMEM222
27342009	27353937	1	SYTL1
27355180	27366972	1	MAP3K6
27369108	27374854	1	FCN3
27379176	27383333	1	CD164L2
27392622	27395814	1	GPR3
27404226	27490308	1	WASF2
27534035	27604431	1	AHDC1
27612064	27635565	1	FGR
27666064	27672212	1	IFI6
27725961	27763116	1	FAM76A
27773195	27824443	1	STX12
27830782	27851676	1	PPP1R8
27872543	27886685	1	THEMIS2
27891524	27914746	1	RPA2
27935000	27959157	1	SMPDL3B
27959588	27968093	1	XKR8
27970344	28088731	1	EYA3
28147166	28194083	1	PTAFR
28199456	28233032	1	DNAJC8
28236084	28246906	1	ATP5IF1
28259473	28282491	1	SESN2
28329002	28335965	1	MED18
28369563	28500364	1	PHACTR4
28505943	28539300	1	RCC1
28553001	28578545	1	TRNAU1AP
28587829	28648364	1	TAF12
28592200	28595449	1	RAB42
28668280	28719353	1	GMEB1
28736621	28769784	1	YTHDF2
28812170	28871267	1	OPRD1
28887091	29120046	1	EPB41
29119429	29123918	1	TMEM200B
29147743	29181922	1	SRSF4
29192657	29230945	1	MECR
29236505	29326813	1	PTPRU
30576655	30576825	1	
30711277	30723585	1	MATN1
30732465	30757855	1	LAPTM5
30869466	30908810	1	SDC3
30931505	31065991	1	PUM1
31179344	31239966	1	NKAIN1
31259568	31296788	1	SNRNP40
31296982	31365527	1	ZCCHC17
31364010	31376850	1	FABP3
31409565	31434680	1	SERINC2
31576485	31587689	1	TINAGL1
31617660	31632518	1	HCRTR1
31629866	31644896	1	PEF1
31652260	31704319	1	COL16A1
31727117	31764893	1	ADGRB2
31790422	31816022	1	SPOCD1
31906421	31944856	1	PTP4A2
31919563	31938010	1	
32013687	32060850	1	KHDRBS1
32072031	32102866	1	TMEM39B
32108056	32176563	1	KPNA6
32178097	32198299	1	TXLNA
32200383	32205453	1	CCDC28B
32205648	32208688	1	IQCC
32209079	32216196	1	DCDC2B
32214472	32222359	1	TMEM234
32221077	32245397	1	EIF3I
32247222	32248856	1	FAM167B
32251244	32286170	1	LCK
32291921	32333635	1	HDAC1
32333827	32336233	1	MARCKSL1
32351521	32364312	1	TSSK3
32361270	32364278	1	FAM229A
32364633	32394731	1	BSDC1
32465050	32496686	1	ZBTB8B
32465057	32600792	1	
32539142	32605941	1	ZBTB8A
32600172	32650969	1	ZBTB8OS
32651142	32686211	1	RBBP4
32679906	32703596	1	SYNC
32741696	32774970	1	NHSL3
32775237	32818031	1	YARS1
32816408	32858879	1	S100PBP
32862268	32872482	1	FNDC5
32881498	32898441	1	HPCA
32894593	32901440	1	TMEM54
32929036	32964915	1	RNF19B
33007986	33080996	1	AK2
33081104	33123492	1	AZIN2
33145399	33182059	1	TRIM62
33256359	33300719	1	ZNF362
33306766	33321098	1	A3GALT2
33323623	33431095	1	PHC2
33472597	33501643	1	ZSCAN20
33513998	34165842	1	CSMD2
33860475	33864791	1	HMGB4
34166883	34219131	1	C1orf94
34712737	34859805	1	SMIM12
34755034	34758512	1	GJB5
34759740	34763724	1	GJB4
34781214	34786369	1	GJB3
34792997	34795756	1	GJA4
34865436	34929650	1	DLGAP3
34974356	34985313	1	
34981380	34985347	1	TMEM35B
34981533	35031741	1	
34986144	35031951	1	ZMYM6
35032172	35118818	1	ZMYM1
35176378	35193446	1	SFPQ
35268667	35422058	1	ZMYM4
35393883	35557950	1	KIAA0319L
35557456	35567274	1	NCDN
35573314	35595328	1	TFAP2E
35599541	35641526	1	PSMB2
35713875	35718894	1	C1orf216
35720218	35770002	1	CLSPN
35808016	35857890	1	AGO4
35869808	35930532	1	AGO1
35930696	36072500	1	AGO3
36084094	36088278	1	TEKT2
36088878	36093932	1	ADPRS
36095239	36125222	1	COL8A2
36136570	36156053	1	TRAPPC3
36155579	36180849	1	MAP7D1
36224392	36305376	1	THRAP3
36306368	36329340	1	SH3D21
36322030	36324154	1	EVA1B
36339620	36385927	1	STK40
36391238	36397945	1	LSM10
36415827	36450451	1	OSCP1
36455718	36464418	1	MRPS15
36465669	36483322	1	CSF3R
36795527	37034515	1	GRIK3
37474496	37484379	1	ZC3H12A
37489993	37514806	1	MEAF6
37534449	37554293	1	SNIP1
37556919	37566857	1	DNALI1
37566815	37595955	1	GNL2
37610802	37635604	1	RSPO1
37681570	37692296	1	AIRIM
37692481	37709719	1	CDCA8
37713880	37765133	1	EPHA10
37793847	37804557	1	MANEAL
37802945	37808208	1	YRDC
37806979	37809454	1	C1orf122
37809574	37859614	1	MTF1
37860696	37947077	1	INPP5B
37956975	37990517	1	SF3A3
37994394	38006380	1	FHL3
38009111	38024820	1	UTP11
38043829	38046793	1	POU3F1
38838198	38859772	1	RRAGC
38862493	38873378	1	MYCBP
38864501	38881617	1	
38874069	38881587	1	GJA9
38885807	38941830	1	RHBDL2
38991272	39006059	1	AKIRIN1
39026318	39034636	1	NDUFS5
39081316	39487177	1	MACF1
39491069	39529869	1	BMP8A
39560709	39576868	1	PABPC4
39623435	39639643	1	HEYL
39651229	39673328	1	NT5C1A
39678648	39691485	1	HPCAL4
39692182	39763914	1	PPIE
39757182	39788865	1	BMP8B
39769523	39771348	1	OXCT2
39838110	39883511	1	TRIT1
39895428	39902256	1	MYCL
39955112	39969968	1	MFSD2A
40039735	40072767	1	CAP1
40072710	40097267	1	PPT1
40161387	40240921	1	RLF
40245947	40251684	1	TMCO2
40258041	40294180	1	ZMPSTE24
40300487	40317813	1	COL9A2
40344850	40423326	1	SMAP2
40450053	40464142	1	ZFP69B
40477233	40496530	1	ZFP69
40508441	40517724	1	EXO5
40531573	40548168	1	ZNF684
40620679	40665690	1	RIMS3
40691570	40771606	1	NFYC
40783675	40840452	1	KCNQ4
40861054	40862363	1	CITED4
40979300	41012565	1	CTPS1
41015589	41024551	1	SLFNL1
41027202	41242306	1	SCMH1
41361922	41383590	1	FOXO6
41478774	41484686	1	EDN2
41506365	42035925	1	HIVEP3
41585306	41628816	1	
42153410	42155820	1	GUCA2B
42162690	42164745	1	GUCA2A
42176535	42335913	1	FOXJ3
42380792	42424232	1	RIMKLA
42430329	42456253	1	ZMYND12
42456117	42473385	1	PPCS
42463221	42657190	1	CCDC30
42658185	42676758	1	PPIH
42682408	42703805	1	YBX1
42733093	42740254	1	CLDN19
42746335	42767084	1	P3H1
42767245	42779491	1	C1orf50
42767292	42794493	1	
42784991	42816619	1	TMEM269
42807040	42817397	1	SVBP
42817078	42845907	1	ERMAP
42846573	42852477	1	ZNF691
42925353	42958893	1	SLC2A1
43145153	43156396	1	CFAP144
43164175	43270936	1	EBNA1BP2
43172330	43254358	1	CFAP57
43269979	43274007	1	TMEM125
43281866	43285908	1	C1orf210
43300971	43323108	1	TIE1
43337808	43354466	1	MPL
43358928	43363207	1	CDC20
43363396	43368075	1	ELOVL1
43383917	43389808	1	MED8
43389882	43454247	1	SZT2
43450607	43453999	1	HYI
43525086	43626579	1	PTPRF
43649256	43705518	1	KDM4A
43650149	43931014	1	
43705824	43931167	1	ST3GAL3
43933320	43937244	1	ARTN
43946830	43968024	1	IPO13
43969978	43973373	1	DPH2
43974487	43978295	1	ATP6V0B
43978943	43991173	1	B4GALT2
43991359	43996529	1	CCDC24
43991500	44031467	1	SLC6A9
44118821	44135140	1	KLF17
44137821	44141631	1	KLF18
44213427	44220681	1	DMAP1
44221070	44355267	1	ERI3
44405185	44651724	1	RNF220
44635238	44674481	1	TMEM53
44674692	44725591	1	ARMH1
44739817	44767767	1	KIF2C
44775251	44778779	1	RPS8
44781836	44791550	1	BEST4
44800346	44805995	1	PLK3
44805888	44807417	1	DYNLT4
44808523	44817381	1	BTBD19
44819154	44843253	1	PTCH2
44850522	44986722	1	EIF2B3
45002540	45011369	1	HECTD3
45010950	45015575	1	UROD
45016395	45306209	1	ZSWIM5
45326895	45328710	1	HPDL
45329163	45340893	1	MUTYH
45329262	45491155	1	
45340012	45343976	1	TOE1
45343877	45491203	1	TESK2
45493866	45500163	1	CCDC163
45500300	45513382	1	MMACHC
45510914	45542816	1	PRDX1
45550475	45570051	1	AKR1A1
45583581	45618905	1	NASP
45620044	45624058	1	CCDC17
45627284	45688408	1	GPBP1L1
45688149	45694443	1	TMEM69
45694324	45750653	1	IPP
45786987	46036228	1	MAST2
46040140	46133338	1	PIK3R3
46043661	46176488	1	P3R3URF-PIK3R3
46173794	46185968	1	TSPAN1
46175486	46176488	1	P3R3URF
46188681	46220305	1	POMGNT1
46203334	46221256	1	LURAP1
46246461	46278482	1	RAD54L
46261196	46303616	1	LRRC41
46300900	46316796	1	UQCRH
46340719	46369218	1	NSUN4
46394265	46415754	1	FAAH
46489822	46516218	1	DMBX1
46532166	46544566	1	TMEM275
46545641	46551647	1	KNCN
46557407	46616843	1	MKNK1
46607719	46616862	1	MOB3C
46632071	46673867	1	ATPAF1
46668855	46673594	1	TEX38
46674659	46719146	1	EFCAB14
46757838	46819413	1	CYP4B1
46928862	46941594	1	CYP4A11
47023666	47050751	1	CYP4X1
47067231	47118318	1	CYP4Z1
47137419	47149742	1	CYP4A22
47183582	47191398	1	PDZK1IP1
47216290	47232225	1	TAL1
47250139	47314892	1	STIL
47333790	47394866	1	CMPK1
47416285	47418052	1	FOXE3
47438044	47440691	1	FOXD2
47760528	47997385	1	TRABD2B
48222685	48248644	1	SLC5A9
48295373	48472279	1	SPATA6
48532854	50023954	1	AGBL4
48727519	48776969	1	BEND5
50024029	50203772	1	ELAVL4
50417550	50423468	1	DMRTA2
50437028	50960279	1	FAF1
50960745	50974634	1	CDKN2C
51102221	51148086	1	C1orf185
51235625	51273447	1	RNF11
51287258	51345116	1	TTC39A
51354263	51519387	1	EPS15
51577179	51798427	1	OSBPL9
51787517	51878805	1	NRDC
51907956	51990700	1	RAB3B
52020130	52055772	1	TXNDC12
52020153	52033350	1	
52032103	52033810	1	KTI12
52056199	52090716	1	BTF3L4
52141888	52348671	1	ZFYVE9
52345723	52366318	1	CC2D1B
52372010	52404471	1	ORC1
52404060	52420836	1	PRPF38A
52408282	52553487	1	TUT4
52602371	52609051	1	GPX7
52633168	52669683	1	SHISAL2A
52684449	52698355	1	COA7
52726447	52827336	1	ZYG11B
52842511	52894998	1	ZYG11A
52895910	52927212	1	ECHDC2
52927276	53051698	1	SCP2
53061293	53093681	1	PODN
53087179	53142638	1	SLC1A7
53196792	53214197	1	CPT2
53214099	53220652	1	CZIB
53226890	53238621	1	MAGOH
53242364	53328469	1	LRP8
53413149	53440018	1	
53459399	53467488	1	DMRTB1
53506232	53739164	1	GLIS1
53765460	53838560	1	NDC1
53847531	53890683	1	YIPF1
53891239	53911086	1	DIO1
53916574	53946588	1	IFT25
53946045	53968168	1	LRRC42
54007298	54018194	1	LDLRAD1
54026681	54053504	1	TMEM59
54052867	54112519	1	TCEANC2
54132686	54200073	1	
54132687	54153770	1	CDCP2
54169651	54200073	1	CYB5RL
54184041	54225464	1	MRPL37
54225432	54413479	1	SSBP3
54542257	54639192	1	ACOT11
54609178	54623556	1	FAM151A
54641754	54710266	1	MROH7
54641786	54742308	1	MROH7-TTC4
54715835	54742657	1	TTC4
54756594	54764546	1	PARS2
54779712	54801323	1	TTC22
54806063	54842252	1	CIMAP2
54849627	54887207	1	DHCR24
54886833	54992296	1	TMEM61
54998933	55017172	1	BSND
55039445	55064852	1	PCSK9
55066359	55215753	1	USP24
56173433	56524495	1	
56494761	56645301	1	PLPP3
56645314	56715335	1	PRKAA2
56718789	56819696	1	FYB2
56854768	56918223	1	C8A
56929099	56974383	1	C8B
56994778	58546734	1	DAB1
58415384	58546838	1	OMA1
58575433	58577252	1	TACSTD2
58643440	58700090	1	MYSM1
58776845	58784048	1	JUN
59295910	59810647	1	FGGY
59814786	59876369	1	HOOK1
59893308	59926822	1	CYP2J2
59987269	60073770	1	C1orf87
60865259	61462788	1	NFIA
61673636	61725423	1	TM2D1
61742477	62178675	1	PATJ
62194257	62235060	1	L1TD1
62236165	62319434	1	KANK4
62436041	62451804	1	USP1
62454298	62688464	1	DOCK7
62597464	62607196	1	ANGPTL3
62783821	62865999	1	ATG4C
63320884	63593721	1	ITGB3BP
63322567	63325128	1	FOXD3
63367575	63438553	1	ALG6
63523372	63572693	1	EFCAB7
63593241	63660245	1	PGM1
63774017	64181498	1	ROR1
64203623	64267368	1	UBE2U
64469765	64693058	1	CACHD1
64744861	64833233	1	RAVER2
64833223	65067754	1	JAK1
65146902	65232145	1	AK4
65248219	65415871	1	DNAJC6
65420587	65436007	1	LEPROT
65420652	65641559	1	LEPR
65792514	66374579	1	PDE4B
66533267	66751139	1	SGIP1
66751741	66779051	1	DYNLT5
66797740	66801276	1	INSL5
66812885	66924890	1	DNAI4
66924895	66988619	1	MIER1
66999350	67054159	1	SLC35D1
67092165	67231853	1	C1orf141
67138907	67259979	1	IL23R
67307364	67398724	1	IL12RB2
67407810	67430415	1	SERBP1
67685201	67688334	1	GADD45A
67701466	67833476	1	GNG12
68045886	68051717	1	DIRAS3
68098473	68233120	1	WLS
68428822	68451103	1	RPE65
68474152	68497230	1	DEPDC1
69567922	70151945	1	LRRC7
70143411	70205639	1	LRRC40
70205670	70253052	1	SRSF11
70258999	70354734	1	ANKRD13C
70406194	70442771	1	CTH
70852353	71047816	1	PTGER3
71063251	71081289	1	ZRANB2
71395943	72282539	1	NEGR1
74026015	74198187	1	LRRIQ3
74198235	74544393	1	FPGT-TNNI3K
74198238	74234086	1	FPGT
74235285	74544432	1	TNNI3K
74469376	74512611	1	LRRC53
74568117	74673792	1	ERICH3
74701488	74733104	1	CRYZ
74733152	74767555	1	TYW3
75128434	75161533	1	LHX8
75202129	75611114	1	SLC44A5
75724431	75787575	1	ACADM
75786188	75795086	1	RABGGTB
75796882	75913242	1	MSH4
75918873	75932404	1	ASB17
76074746	76634603	1	ST6GALNAC3
76867447	77067546	1	ST6GALNAC5
77088987	77219508	1	PIGK
77282019	77559966	1	AK5
77562416	77683422	1	ZZZ3
77694725	77759884	1	USP33
77779624	77879540	1	MIGA1
77888480	77943895	1	NEXN
77944055	77979527	1	FUBP1
77979070	78018529	1	DNAJB4
77979542	78138448	1	GIPC2
78303884	78540701	1	PTGFR
78619902	78646145	1	IFI44L
78647078	78664412	1	IFI44
78889764	79282124	1	ADGRL4
81306112	81993940	1	ADGRL2
83865024	83999164	1	TTLL7
84078062	84238498	1	PRKACB
84298366	84389957	1	SAMD13
84398484	84415018	1	DNASE2B
84479257	84498352	1	RPF1
84498284	84507237	1	GNG5
84506300	84567379	1	SPATA1
84549611	84574480	1	CTBS
84643706	84690955	1	SSX2IP
84811601	84893540	1	LPAR3
84925583	84997115	1	MCOLN2
84999147	85133138	1	DNAI3
85018082	85048679	1	MCOLN3
85156851	85201724	1	SYDE2
85249953	85259672	1	C1orf52
85265776	85276632	1	BCL10
85318481	85578363	1	DDAH1
85580756	85584589	1	CCN1
85649417	85708433	1	ZNHIT6
85729233	86156943	1	COL24A1
86346824	86396342	1	ODF2L
86424171	86456553	1	CLCA2
86468368	86501400	1	CLCA1
86547076	86580758	1	CLCA4
86704520	86748184	1	SH3GLB1
86862445	86914424	1	SELENOF
86914635	87109982	1	HS2ST1
86993009	87169204	1	
87328428	87348923	1	LMO4
88684222	88836255	1	PKN2
88852633	88891944	1	GTF2B
88935773	88992953	1	KYAT3
88979456	88992960	1	RBMXL1
89006666	89022894	1	GBP3
89051505	89072769	1	GBP1
89106132	89150456	1	GBP2
89131742	89176062	1	GBP7
89181144	89198942	1	GBP4
89256189	89272890	1	GBP5
89363895	89388160	1	GBP6
89524829	89597861	1	LRRC8B
89579592	89579654	1	
89632707	89769903	1	LRRC8C
89633140	89933250	1	
89820978	89936611	1	LRRC8D
